tracking_id,3T3 B1
Cyb5r2,0
Cyb5r3,199.564
Cyb5r4,7.38317
Cyb5rl,1.68733
Cyba,62.434
Cybasc3,8.83719
Cybb,0.00671613
Cybrd1,0.00610285
Cyc1,148.686
Cycs,22.2922
Cyct,0
Cyfip1,25.2895
Cyfip2,0.173336
Cygb,0.0143976
Cyhr1,38.1243
Cylc1,0
Cylc2,0
Cyld,6.3432
Cym,0
Cyp11a1,0
Cyp11b1,0
Cyp11b2,0
Cyp17a1,0
Cyp19a1,0
Cyp1a1,0
Cyp1a2,0
Cyp1b1,11.7532
Cyp20a1,29.4161
Cyp21a1,0.0535058
Cyp24a1,0
Cyp26a1,0.175066
Cyp26b1,10.3337
Cyp26c1,0.0907868
Cyp27a1,0
Cyp27b1,0.207156
Cyp2a12,0
Cyp2a22,0
Cyp2a4,0
Cyp2a5,0
Cyp2ab1,0
Cyp2b10,0.018384
Cyp2b13,0.137548
Cyp2b19,0
Cyp2b23,0
Cyp2b9,0.0641504
Cyp2c29,0
Cyp2c37,0
Cyp2c38,0
Cyp2c39,0
Cyp2c40,0
Cyp2c44,0.0441122
Cyp2c50,0
Cyp2c53-ps,0
Cyp2c54,0
Cyp2c55,6.33647
Cyp2c65,0.0352987
Cyp2c66,0.0430528
Cyp2c67,0
Cyp2c68,0
Cyp2c69,0
Cyp2c70,0
Cyp2d10,0
Cyp2d11,0
Cyp2d12,0
Cyp2d13,0
Cyp2d22,5.28089
Cyp2d26,0.0319511
Cyp2d34,0
Cyp2d37-ps,0
Cyp2d40,0
Cyp2d9,0
Cyp2e1,0
Cyp2f2,0.0948965
Cyp2g1,0
Cyp2j11,0
Cyp2j12,0
Cyp2j13,0
Cyp2j5,0
Cyp2j6,5.35467
Cyp2j8,0
Cyp2j9,0.299519
Cyp2r1,0
Cyp2s1,0.0633137
Cyp2t4,0.0234837
Cyp2u1,2.27482
Cyp2w1,0
Cyp39a1,9.06633
Cyp3a11,0
Cyp3a13,0
Cyp3a16,0
Cyp3a25,0
Cyp3a41a,0.0495344
Cyp3a41a,0.0329515
Cyp3a44,0
Cyp3a57,0
Cyp3a59,0
Cyp46a1,0.960506
Cyp4a10,0
Cyp4a12a,0
Cyp4a12b,0
Cyp4a14,0
Cyp4a29-ps,0
Cyp4a30b-ps,0
Cyp4a31,0
Cyp4a32,0
Cyp4b1,0
Cyp4f13,4.09265
Cyp4f14,0
Cyp4f15,0
Cyp4f16,7.32216
Cyp4f17,3.16353
Cyp4f18,0
Cyp4f39,0
Cyp4f40,0.290514
Cyp4f41-ps,0
Cyp4v3,2.37906
Cyp4x1,0
Cyp51,125.608
Cyp7a1,0.00770036
Cyp7b1,0
Cyp8b1,0
Cypt1,0
Cypt12,0
Cypt14,0
Cypt15,0
Cypt2,0
Cypt3,0
Cypt4,0
Cypt7,0
Cypt8,0
Cypt9,0
Cyr61,203.616
Cys1,0
Cysltr1,0
Cysltr2,0.0398184
Cystm1,1.60082
Cyth1,3.869
Cyth2,26.3099
Cyth3,44.0992
Cyth4,0.0591367
Cytip,3.44466
Cytl1,0
Cyyr1,0
D030018L15Rik,0.0101557
D030024E09Rik,0
D030025E07Rik,0
D030025P21Rik,0
D030028A08Rik,1.57892
D030040B21Rik,0
D030045P18Rik,0
D030047H15Rik,0
D030056L22Rik,24.5013
D10Bwg1379e,0.00380868
D10Jhu81e,26.1052
D10Wsu102e,18.287
D10Wsu52e,100.041
D11Wsu47e,4.56737
D130009I18Rik,0
D130017N08Rik,0
D130020L05Rik,0
D130040H23Rik,0.528462
D130043K22Rik,0.00639885
D130058E03,0
D14Abb1e,2.86927
D15Ertd621e,25.5229
D16Ertd472e,3.10741
D16Ertd519e,0
D17Ertd648e,0
D17H6S53E,4.49549
D17Wsu104e,100.489
D17Wsu92e,46.4946
D19Bwg1357e,40.9773
D19Ertd737e,17.8345
D1Ertd622e,8.88772
D1Pas1,0
D230025D16Rik,8.89132
D230030E09Rik,0
D2hgdh,5.26198
D2Wsu81e,14.4676
D330022K07Rik,0
D330023K18Rik,2.25175
D330041H03Rik,0
D330045A20Rik,0
D330050G23Rik,0.0203751
D330050I16Rik,0
D3Bwg0562e,0
D3Ertd254e,2.21057
D3Ertd751e,0.298813
D430019H16Rik,0.0164093
D430020J02Rik,4.35901
D430036J16Rik,0
D430041D05Rik,0
D430042O09Rik,3.61527
D4Ertd617e,0
D4Wsu53e,52.0941
D530049I02Rik,0
D5Ertd577e,0
D5Ertd579e,14.532
D5Ertd605e,0.611136
D630003M21Rik,0
D630010B17Rik,0
D630013N20Rik,0
D630023F18Rik,0
D630029K05Rik,0.222134
D630032N06Rik,0.64423
D630033O11Rik,0.592992
D630037F22Rik,2.07158
D630039A03Rik,0.0227285
D630041G03Rik,0
D630045J12Rik,2.74847
D630045M09Rik,0
D6Ertd474e,0
D6Ertd527e,0.3638
D6Wsu163e,8.56868
D730001G18Rik,0
D730005E14Rik,0
D730039F16Rik,0.014528
D730045A05Rik,0
D730048I06Rik,0
D730050B12Rik,0
D7Ertd143e,0
D7Ertd443e,0
D7Ertd715e,0.46205
D830005E20Rik,0
D830013O20Rik,0.0641932
D830015G02Rik,0
D830030K20Rik,0
D830030K20Rik,0
D830031N03Rik,8.38618
D830046C22Rik,0
D8Ertd738e,108.942
D8Ertd82e,2.23611
D930007P13Rik,0.027462
D930015E06Rik,6.50451
D930015M05Rik,0
D930016D06Rik,1.46668
D930020B18Rik,0
D930028M14Rik,0
D930032P07Rik,0
D930048N14Rik,0
Daam1,5.8838
Daam2,6.38714
Dab1,0
Dab2,28.7119
Dab2ip,7.96501
Dach1,0
Dach2,0
Dact1,8.57033
Dact2,0
Dact3,26.433
Dad1,76.9547
Daf2,1.38683
Dag1,48.013
Dagla,5.0496
Daglb,2.2245
Dak,11.1874
Dalrd3,11.6328
Dancr,5.82259
Dand5,3.46746
Dao,0
Dap,247.593
Dap3,17.6591
Dapk1,0.269297
Dapk2,0
Dapk3,22.0051
Dapl1,0
Dapp1,2.52399
Darc,0
Dars,55.2655
Dars2,8.69
Daxx,14.422
Dazap1,80.112
Dazap2,86.6844
Dazl,0
Dbc1,1.81512
Dbf4,33.5116
Dbh,0
Dbi,238.409
Dbil5,0.50687
Dbn1,29.1644
Dbndd1,0.951504
Dbndd2,3.79669
Dbnl,49.4134
Dbp,12.9527
Dbpht2,0
Dbr1,11.3272
Dbt,2.20816
Dbx1,0
Dbx2,0
Dcaf10,2.78689
Dcaf11,5.87667
Dcaf12,13.5272
Dcaf12l1,0.00926131
Dcaf12l2,0
Dcaf13,29.8156
Dcaf15,18.9009
Dcaf17,3.12779
Dcaf4,10.4008
Dcaf5,11.4409
Dcaf6,14.0807
Dcaf7,26.4964
Dcaf8,31.7507
Dcakd,32.5945
Dcbld1,4.41297
Dcbld2,16.016
Dcc,0
Dcdc2a,0
Dcdc2b,0.0469039
Dcdc2c,0
Dchs1,0.0438012
Dck,11.8141
Dclk1,6.87661
Dclk2,4.4464
Dclk3,0
Dclre1a,6.95627
Dclre1b,2.6338
Dclre1c,1.87463
Dcn,66.8859
Dcp1a,5.48393
Dcp1b,0.934925
Dcp2,6.41793
Dcpp1,0
Dcpp2,0
Dcpp3,0
Dcps,37.3581
Dcst1,0.261504
Dcstamp,0.0514002
Dct,0
Dctd,15.0926
Dctn1,41.5333
Dctn2,84.705
Dctn3,37.8102
Dctn4,24.3594
Dctn5,22.1097
Dctn6,37.5588
Dctpp1,48.9353
Dcun1d1,5.8386
Dcun1d2,6.15505
Dcun1d3,3.5418
Dcun1d4,5.90011
Dcun1d5,45.5556
Dcx,0
Dcxr,16.6724
Dda1,32.3556
Ddah1,14.398
Ddah2,69.7399
Ddb1,238.738
Ddb2,0
Ddc,0.0524921
Ddhd1,4.84397
Ddhd2,10.1668
Ddi1,0
Ddi2,14.318
Ddit3,81.6933
Ddit4,83.6523
Ddit4l,0
Ddn,0.129658
Ddo,0
Ddost,92.4774
Ddr1,22.4944
Ddr2,27.9864
Ddrgk1,51.6782
Ddt,22.9291
Ddx1,86.1129
Ddx10,14.1569
Ddx11,4.54151
Ddx17,118.108
Ddx18,21.7328
Ddx19a,24.3817
Ddx19b,1.92049
Ddx20,9.97654
Ddx21,49.7376
Ddx23,48.2565
Ddx24,64.3456
Ddx25,0
Ddx26b,2.89178
Ddx27,24.9679
Ddx28,12.0304
Ddx31,4.0227
Ddx39,68.1768
Ddx39b,144.416
Ddx3x,87.6562
Ddx3y,0.12395
Ddx4,0
Ddx41,19.0136
Ddx42,25.8478
Ddx43,0
Ddx46,14.5232
Ddx47,39.2647
Ddx49,24.1063
Ddx5,155.112
Ddx50,33.1024
Ddx51,8.88277
Ddx52,15.8076
Ddx54,31.2161
Ddx55,4.59838
Ddx56,19.5289
Ddx58,18.9865
Ddx59,8.06641
Ddx6,40.8044
Ddx60,3.92117
Deaf1,7.66689
Dear1,0
Deb1,23.3536
Decr1,12.7023
Decr2,7.63249
Dedd,16.174
Dedd2,3.24826
Def6,2.1423
Def8,12.5972
Defa17,0
Defa20,0
Defa21,0
Defa22,0
Defa23,0
Defa23,0
Defa24,0
Defa25,0
Defa26,0
Defa3,0
Defa4,0
Defa5,0
Defa6,0
Defa-ps1,0
Defa-ps12,0
Defa-ps13,0
Defa-rs1,0
Defa-rs7,0
Defa-rs7,0
Defb1,0
Defb10,0
Defb11,0
Defb12,0
Defb13,0
Defb14,0
Defb15,0
Defb18,0
Defb19,0
Defb2,0
Defb20,0
Defb21,0
Defb22,0
Defb23,0
Defb25,0
Defb26,0
Defb28,0
Defb29,0
Defb3,0
Defb30,0
Defb33,0
Defb34,0
Defb35,0
Defb36,0
Defb37,0
Defb38,0
Defb39,0
Defb4,0
Defb40,0
Defb41,0
Defb42,0
Defb43,0.157253
Defb44-ps,0
Defb45,0
Defb46,0
Defb47,0
Defb48,0
Defb5,0
Defb50,0
Defb6,0
Defb7,0
Defb8,0
Defb9,0
Degs1,48.7923
Degs2,0
Dek,53.9221
Dennd1a,6.90136
Dennd1b,1.90315
Dennd1c,0
Dennd2a,9.72607
Dennd2c,1.47266
Dennd2d,0
Dennd3,1.1268
Dennd4a,3.63948
Dennd4b,3.08009
Dennd4c,10.1061
Dennd5a,30.2109
Dennd5b,0.57137
Dennd6a,4.63162
Dennd6b,1.08132
Denr,35.1126
Depdc1a,4.77764
Depdc1b,3.98758
Depdc5,7.13118
Depdc7,2.38671
Deptor,1.63094
Dera,10.2569
Derl1,32.5324
Derl2,11.6764
Derl3,0
Des,0.56707
Desi1,27.9324
Desi2,17.6283
Det1,7.59333
Dexi,15.7731
Dffa,5.83811
Dffb,0.963932
Dfna5,3.87552
Dfnb59,0.0303924
Dgat1,13.9713
Dgat2,3.44151
Dgat2l6,0
Dgcr14,9.47334
Dgcr2,27.8737
Dgcr6,25.7711
Dgcr8,8.05318
Dgka,9.09445
Dgkb,0
Dgkd,14.9477
Dgke,1.79729
Dgkg,0
Dgkh,4.25541
Dgki,0
Dgkk,0
Dgkq,3.27175
Dgkz,13.4783
Dguok,18.2786
Dhcr24,79.4077
Dhcr7,17.1605
Dhdds,11.1348
Dhdh,0
Dhfr,4.60512
Dhh,0.0424704
Dhodh,9.44522
Dhps,30.597
Dhrs1,34.5075
Dhrs11,5.55601
Dhrs13,5.67783
Dhrs2,0
Dhrs3,8.22914
Dhrs4,12.0546
Dhrs7,28.6931
Dhrs7b,17.4964
Dhrs7c,0
Dhrs9,7.49388
Dhrsx,8.04522
Dhtkd1,1.2206
Dhx15,66.0611
Dhx16,18.7995
Dhx29,7.39195
Dhx30,22.1172
Dhx32,10.2873
Dhx33,9.01746
Dhx34,5.04713
Dhx35,6.59605
Dhx36,26.1652
Dhx37,12.317
Dhx38,16.6533
Dhx40,11.4359
Dhx57,8.44827
Dhx58,10.8162
Dhx8,13.375
Dhx9,35.5748
Diablo,15.4523
Diap1,11.4137
Diap2,2.13751
Diap3,15.3038
Dicer1,7.09241
Dido1,7.78946
Diexf,4.52821
Dimt1,3.51081
Dio1,0
Dio2,4.94082
Dio3,0.0184284
Dio3os,0
Dip2a,10.2882
Dip2b,4.20555
Dip2c,5.47886
Diras1,0
Diras2,0.110588
Dirc2,4.52252
Dis3,13.8468
Dis3l,8.58902
Dis3l2,5.33464
Disc1,0
Disp1,3.75909
Disp2,0.308811
Dixdc1,6.92293
Dkc1,35.2469
Dkk1,0
Dkk2,13.1133
Dkk3,3.05464
Dkk4,0
Dkkl1,0
Dlat,29.1939
Dlc1,2.29116
Dld,71.6779
Dlec1,0.048291
Dleu2,0.782624
Dleu7,0
Dlg1,38.876
Dlg2,2.06371
Dlg3,16.8135
Dlg4,31.009
Dlg5,18.4921
Dlgap1,0.143649
Dlgap2,0.392233
Dlgap3,0
Dlgap4,10.4438
Dlgap5,18.847
Dlk1,195.995
Dlk2,9.85223
Dll1,0
Dll3,0
Dll4,0
Dlst,76.2474
Dlx1,4.82288
Dlx1as,0.556927
Dlx2,7.98753
Dlx3,0.0127528
Dlx4,0.0759172
Dlx5,0
Dlx6,0
Dlx6as1,0
Dlx6as2,0
Dmap1,18.3736
Dmbt1,0
Dmbx1,0
Dmc1,0
Dmd,0
Dmgdh,0
Dmkn,0.0682164
Dmp1,0
Dmpk,2.05907
Dmrt1,0
Dmrt2,0.100498
Dmrt3,0
Dmrta1,0
Dmrta2,0.15613
Dmrtb1,0
Dmrtc1a,0
Dmrtc1b,0
Dmrtc1c1,0
Dmrtc1c1,0
Dmrtc2,0
Dmtf1,12.4975
Dmwd,29.9242
Dmxl1,3.88168
Dmxl2,0.419057
Dna2,1.4272
Dnaaf1,0
Dnaaf2,9.69051
Dnaaf3,0.0925972
Dnahc1,0
Dnahc10,0
Dnahc11,0
Dnahc17,0
Dnahc2,0
Dnahc5,0
Dnahc6,0.208292
Dnahc7a,0.00126376
Dnahc7b,0.00377686
Dnahc8,0
Dnahc9,0
Dnaic1,0
Dnaic2,0.0802983
Dnaja1,9.15465
Dnaja2,66.8796
Dnaja3,36.26
Dnaja4,2.18408
Dnajb1,20.3694
Dnajb11,51.5696
Dnajb12,19.9494
Dnajb13,0
Dnajb14,9.2913
Dnajb2,17.1182
Dnajb3,0
Dnajb4,18.2362
Dnajb5,2.76427
Dnajb6,39.5039
Dnajb7,0
Dnajb8,0.0393364
Dnajb9,6.42475
Dnajc1,6.70334
Dnajc10,26.8006
Dnajc11,21.0896
Dnajc12,1.75809
Dnajc13,14.1023
Dnajc14,19.4272
Dnajc15,42.2268
Dnajc16,3.72429
Dnajc17,3.51315
Dnajc18,6.17183
Dnajc19,0
Dnajc2,31.5419
Dnajc21,20.6019
Dnajc22,2.88212
Dnajc24,8.92205
Dnajc25,9.93979
Dnajc27,3.73267
Dnajc28,0.990204
Dnajc3,15.4593
Dnajc30,17.2793
Dnajc4,13.994
Dnajc5,17.4668
Dnajc5b,0
Dnajc5g,0
Dnajc6,0.0123971
Dnajc7,40.349
Dnajc8,62.1293
Dnajc9,32.213
Dnalc1,3.40471
Dnalc4,21.4968
Dnali1,0
Dnase1,0
Dnase1l1,7.02088
Dnase1l2,0.357926
Dnase1l3,0.00874556
Dnase2a,13.5449
Dnase2b,0
Dnd1,0
Dner,0.017834
Dnlz,5.85393
Dnm1,54.0469
Dnm1l,31.5214
Dnm2,22.3523
Dnm3,0.68722
Dnm3os,5.39691
Dnmbp,8.91057
Dnmt1,39.5195
Dnmt3a,4.89757
Dnmt3b,0.883591
Dnmt3l,1.02652
Dnpep,57.1568
Dnph1,14.5929
Dntt,0.032845
Dnttip1,28.9395
Dnttip2,33.3061
Doc2a,2.54846
Doc2b,0
Doc2g,1.53314
Dock1,14.6346
Dock10,0.0214961
Dock11,6.73704
Dock2,0
Dock3,0.00688824
Dock4,1.33539
Dock5,6.00143
Dock6,5.41574
Dock7,19.079
Dock8,4.33324
Dock9,5.4957
Dohh,26.3931
Dok1,36.075
Dok2,0.182521
Dok3,0.0457683
Dok4,2.08927
Dok5,0
Dok6,0
Dok7,0
Dolk,7.65189
Dolpp1,3.77543
Dom3z,11.3578
Donson,4.35011
Dopey1,1.48627
Dopey2,1.79808
Dos,5.37331
Dot1l,12.4023
Doxl2,0
Dpagt1,17.3222
Dpcd,17.9042
Dpcr1,0.636576
Dpep1,1.95191
Dpep2,0.176758
Dpep3,0
Dpf1,1.60964
Dpf2,35.28
Dpf3,0.44569
Dph1,17.1435
Dph2,8.00215
Dph3,8.13638
Dph5,13.2245
Dpm1,15.3352
Dpm2,23.1367
Dpm3,99.7042
Dpp10,0
Dpp3,29.9298
Dpp4,0.0180912
Dpp6,0
Dpp7,14.8916
Dpp8,18.1192
Dpp9,25.6685
Dppa1,0
Dppa2,0.335338
Dppa3,0
Dppa4,0.254015
Dppa5a,0.645746
Dpt,3.72979
Dpy19l1,87.2002
Dpy19l2,0
Dpy19l3,10.5037
Dpy19l4,7.21809
Dpy30,64.9028
Dpyd,0.303119
Dpys,0.0763975
Dpysl2,23.192
Dpysl3,43.0688
Dpysl4,0
Dpysl5,0.0443819
DQ267100,0
DQ267101,0
DQ267102,0
Dqx1,0.372701
Dr1,23.0558
Dram1,8.20453
Dram2,8.18997
Drap1,256.358
Draxin,0.0427885
Drd1a,0
Drd2,0
Drd3,0
Drd4,0
Drd5,0
Drg1,64.9425
Drg2,32.0875
Drosha,23.4623
Drp2,0.0675371
Dsc1,0
Dsc2,0
Dsc3,0
Dscam,0.00419392
Dscaml1,0
Dscc1,5.56766
Dscr3,14.0086
Dse,24.9614
Dsel,4.28959
Dsg1a,0
Dsg1b,0
Dsg1c,0
Dsg2,0
Dsg3,0
Dsg4,0
Dsn1,9.06977
Dsp,0
Dspp,0
Dst,6.53509
Dstn,74.2308
Dstyk,5.96114
Dtd1,12.4898
Dtd2,8.74173
Dtl,15.2543
Dtna,2.4354
Dtnb,13.6283
Dtnbp1,46.3224
Dtwd1,17.4148
Dtwd2,1.17766
Dtx1,0.0261168
Dtx2,7.14453
Dtx3,37.4222
Dtx3l,8.11993
Dtx4,3.29131
Dtymk,101.493
Duox1,0.0784107
Duox2,0.0210677
Duoxa1,0.498925
Duoxa2,0
Dupd1,0
Dus1l,18.1804
Dus2l,7.31462
Dus3l,19.8434
Dus4l,6.9043
Dusp1,23.513
Dusp10,8.95584
Dusp11,19.2321
Dusp12,14.1639
Dusp13,0
Dusp14,8.1848
Dusp15,0.0419384
Dusp16,5.88625
Dusp18,0.0413914
Dusp19,6.51619
Dusp2,0.434208
Dusp21,0
Dusp22,11.7231
Dusp23,0.70948
Dusp26,0.0198832
Dusp27,0.00800161
Dusp28,0.04774
Dusp3,6.83062
Dusp4,12.2992
Dusp5,29.2854
Dusp6,27.2695
Dusp7,32.0646
Dusp8,0.549328
Dusp9,3.19994
Dut,22.0849
Dux,0.0336612
Duxbl1,0
Duxbl1,0
Duxbl2,0
Duxbl2,0
Duxbl3,0
Dvl1,24.9206
Dvl2,28.0482
Dvl3,17.3259
DXBay18,0
DXBay18,0
Dydc1,0
Dydc2,0
Dym,15.9892
Dynap,0.150461
Dync1h1,22.5116
Dync1i1,0.0374131
Dync1i2,43.9344
Dync1li1,31.0828
Dync1li2,26.5948
Dync2h1,1.21836
Dync2li1,19.5276
Dynll1,61.0617
Dynll2,68.3025
Dynlrb1,219.765
Dynlrb2,0
Dynlt1a,16.2231
Dynlt1b,17.4382
Dynlt1c,17.804
Dynlt1c,20.2965
Dynlt1f,2.57808
Dynlt1f,2.33952
Dynlt3,46.561
Dyrk1a,11.0882
Dyrk1b,5.08156
Dyrk2,15.6917
Dyrk3,4.64256
Dyrk4,0.196752
Dysf,13.9078
Dytn,0
Dyx1c1,0.19007
Dzank1,0.0322413
Dzip1,8.81013
Dzip1l,13.3927
Dzip3,9.63529
E030002O03Rik,0
E030003E18Rik,0.384996
E030011O05Rik,0
E030013I19Rik,0
E030018B13Rik,0
E030019B06Rik,0
E030019B13Rik,0
E030024N20Rik,24.74
E030025P04Rik,0
E030030I06Rik,0
E030044B06Rik,0
E130003G02Rik,0
E130006D01Rik,0.135523
E130008D07Rik,0
E130012A19Rik,0.561771
E130018N17Rik,0
E130102H24Rik,0.685169
E130112N10Rik,0.268097
E130114P18Rik,0.0599478
E130201H02Rik,16.5122
E130215H24Rik,0
E130218I03Rik,0
E130304I02Rik,0
E130307A14Rik,2.16522
E130308A19Rik,3.59719
E130309D02Rik,10.5655
E130309D14Rik,0.00804597
E130309F12Rik,0
E130310I04Rik,0
E130311K13Rik,7.33905
E130317F20Rik,0
E230008N13Rik,0.0313105
E230016K23Rik,0.254
E230016M11Rik,0
E230019M04Rik,0
E230025N22Rik,0.66813
E230029C05Rik,0
E2f1,19.0553
E2f2,1.01054
E2f3,6.43508
E2f4,56.7373
E2f5,10.3854
E2f6,1.23549
E2f7,4.91163
E2f8,6.60056
E330009J07Rik,1.5442
E330011O21Rik,0
E330012B07Rik,0
E330013P04Rik,0.098535
E330014E10Rik,0
E330014E10Rik,0
E330017A01Rik,0
E330017L17Rik,0
E330020D12Rik,0
E330021D16Rik,0
E330023G01Rik,0
E330033B04Rik,0.0328318
E330034G19Rik,0
E430016F16Rik,0.0211879
E430018J23Rik,3.42489
E430025E21Rik,29.2656
E4f1,5.54052
E530001F21Rik,0
E530011L22Rik,0
Eaf1,15.9207
Eaf2,0.164614
Eapp,26.2194
Ear1,0
Ear10,0
Ear11,0.320291
Ear14,0
Ear2,0
Ear3,0
Ear4,0
Ear5,0
Ear6,0
Ear7,0
Ears2,5.80852
Ebag9,15.3877
Ebf1,11.0454
Ebf2,0.0286686
Ebf3,5.85955
Ebf4,0
Ebi3,0.127414
Ebna1bp2,36.8277
Ebp,23.774
Ebpl,3.27216
Ecd,13.4856
Ece1,9.54997
Ece2,26.7781
Ecel1,0.0245404
Ech1,77.1342
Echdc1,7.30737
Echdc2,0.0892197
Echdc3,4.13913
Echs1,49.5779
Eci1,51.752
Eci2,50.5972
Eci3,0.982879
Ecm1,70.1713
Ecm2,0.0811074
Ecscr,0.101955
Ecsit,15.2496
Ect2,22.0538
Ect2l,0
Eda,0.0064785
Eda2r,2.70348
Edar,0
Edaradd,0.0424956
Edc3,8.00938
Edc4,12.9617
Eddm3b,0
Edem1,16.5779
Edem2,13.9503
Edem3,8.30614
Edf1,100.703
Edil3,4.64611
Edn1,0.672555
Edn2,0.0295955
Edn3,0
Ednra,4.11533
Ednrb,0.0236822
Eea1,11.232
Eed,25.9505
Eef1a1,5384.89
Eef1a2,0
Eef1b2,425.707
Eef1d,149.026
Eef1e1,41.2011
Eef1g,646.68
Eef2,1968.6
Eef2k,6.54754
Eefsec,10.3864
Eepd1,0.458613
Efcab1,0.0333526
Efcab10,0
Efcab11,1.54455
Efcab12,0.0521683
Efcab14,14.2096
Efcab2,0.511486
Efcab3,0
Efcab4a,0.869117
Efcab4b,2.32098
Efcab5,0.0755081
Efcab6,0
Efcab7,6.62791
Efcab8,0
Efcab9,0.827022
Efcc1,0
Efemp1,181.394
Efemp2,156.974
Efha1,28.5893
Efha2,1.8363
Efhb,0.0124557
Efhc1,1.23815
Efhc2,0.0130254
Efhd1,0
Efhd2,19.2976
Efna1,15.6133
Efna2,0
Efna3,8.20129
Efna4,10.2561
Efna5,13.6892
Efnb1,2.79354
Efnb2,13.8691
Efnb3,0.101562
Efr3a,27.7508
Efr3b,0.0192499
Efs,0
Eftud1,8.96255
Eftud2,47.5403
Egf,0.207971
Egfbp2,0
Egfem1,0
Egfl6,0
Egfl7,9.49816
Egfl8,0
Egflam,0.300504
Egfr,1.0546
Egln1,25.8621
Egln2,30.7699
Egln3,4.04821
Egr1,183.288
Egr2,5.10751
Egr3,4.81834
Egr4,0
Ehbp1,5.29339
Ehbp1l1,33.6069
Ehd1,50.2261
Ehd2,65.0835
Ehd3,1.06196
Ehd4,9.94177
Ehf,0
Ehhadh,0.294323
Ehmt1,12.6583
Ehmt2,83.8838
Ei24,21.4241
Eid1,87.3287
Eid2,20.7478
Eid2b,8.79906
Eid3,0.167796
Eif1,216.591
Eif1a,65.1094
Eif1ad,20.9774
Eif1ax,145.154
Eif1b,43.4533
Eif2a,61.0325
Eif2ak1,16.6298
Eif2ak2,24.079
Eif2ak3,5.06067
Eif2ak4,20.2107
Eif2b1,17.2911
Eif2b2,65.0902
Eif2b3,25.1617
Eif2b4,17.687
Eif2b5,40.5827
Eif2c1,16.9204
Eif2c2,15.0846
Eif2c3,1.37786
Eif2c4,0.724846
Eif2d,26.7784
Eif2s1,40.4066
Eif2s2,55.4303
Eif2s3x,80.1762
Eif2s3y,0.0978835
Eif3a,143.866
Eif3b,121.627
Eif3c,140.32
Eif3d,154.577
Eif3e,159.702
Eif3f,171.458
Eif3g,120.458
Eif3h,333.86
Eif3i,213.096
Eif3j1,19.7059
Eif3j2,0
Eif3k,204.344
Eif3l,130.409
Eif3m,42.0912
Eif4a1,209.01
Eif4a2,171.589
Eif4a3,53.3254
Eif4b,294.156
Eif4e,43.3194
Eif4e1b,0.12827
Eif4e2,36.5692
Eif4e3,0.0132577
Eif4ebp1,212.983
Eif4ebp2,31.1207
Eif4ebp3,4.42458
Eif4enif1,23.5603
Eif4g1,145.63
Eif4g2,137.161
Eif4g3,15.5738
Eif4h,159.473
Eif5,72.8283
Eif5a,759.868
Eif5a2,2.25808
Eif5b,18.0679
Eif6,70.7438
Elac1,1.96692
Elac2,14.8656
Elane,0.172729
Elavl1,20.3113
Elavl2,2.19737
Elavl3,0
Elavl4,0.0171757
Elf1,11.2583
Elf2,20.6001
Elf3,0
Elf4,4.92899
Elf5,0
Elfn1,0.0336776
Elfn2,0.0262344
Elk1,9.15083
Elk3,40.5615
Elk4,7.52921
Ell,9.11567
Ell2,16.2817
Ell3,0.0208776
Elmo1,0.0397879
Elmo2,13.7206
Elmo3,0.289152
Elmod1,0
Elmod2,3.45799
Elmod3,4.71546
Elmsan1,6.61227
Eln,0
Elof1,31.0663
Elovl1,59.8459
Elovl2,0
Elovl3,0
Elovl4,1.29857
Elovl5,40.144
Elovl6,16.2192
Elovl7,0.0233411
Elp2,37.3679
Elp3,30.422
Elp4,3.57011
Elp5,32.0077
Elp6,4.23427
Eltd1,0
Emb,60.4395
Emc1,8.66141
Emc10,72.236
Emc2,44.2023
Emc3,43.4194
Emc4,49.665
Emc6,31.6602
Emc7,60.4722
Emc8,10.2367
Emc9,0
Emcn,0
Emd,57.9475
Eme1,0
Eme2,7.18317
Emg1,79.5795
Emid1,0.0898071
Emilin1,26.4084
Emilin2,44.134
Emilin3,0
Eml1,34.5879
Eml2,10.7
Eml3,16.7876
Eml4,10.3982
Eml5,0
Eml6,0
Emp1,260.981
Emp2,69.5355
Emp3,67.2008
Emr1,0
Emr4,0
Emx1,0
Emx2,4.35966
Emx2os,0.5894
En1,15.1094
En2,0
Enah,21.8135
Enam,0
Enc1,14.0579
Endod1,7.34019
Endog,5.41019
Endou,0
Endov,4.06251
Eng,0
Engase,0.912372
Enho,0.265586
Enkd1,17.2059
Enkur,0.201161
Eno1,23.9015
Eno2,13.2093
Eno3,45.383
Eno4,0.336788
Enoph1,12.0431
Enox1,3.47343
Enox2,2.8821
Enpep,0
Enpp1,8.94107
Enpp2,0.704591
Enpp3,4.20683
Enpp4,0.898266
Enpp5,1.10309
Enpp6,0
Enpp7,0
Ensa,53.1105
Enthd1,0.16076
Enthd2,2.66172
Entpd1,0
Entpd2,0
Entpd3,0.00941274
Entpd4,4.27977
Entpd4,4.27977
Entpd5,6.85395
Entpd6,6.26654
Entpd7,2.90402
Entpd8,0
Eny2,23.0926
Eogt,2.91437
Eomes,0
Ep300,8.66997
Ep400,11.0542
Epas1,0
Epb4.1,1.9671
Epb4.1l1,21.241
Epb4.1l2,43.3621
Epb4.1l3,48.1476
Epb4.1l4a,5.04201
Epb4.1l4b,0.0110752
