Genes,TPM
ensmust00000181669.3,0.0
ensmust00000181681.2,0.5675885
ensmust00000181684.3,3.06691
ensmust00000181686.3,13.57985
ensmust00000181715.2,0.4574095
ensmust00000181744.7,1.31518
ensmust00000181753.7,1.034251
ensmust00000181754.7,55.15415
ensmust00000181763.2,0.0
ensmust00000181783.2,0.0
ensmust00000181798.7,0.7633915
ensmust00000181806.6,0.0
ensmust00000181844.7,0.31681149999999997
ensmust00000181853.3,0.0
ensmust00000181861.2,0.0
ensmust00000181869.2,0.0962435
ensmust00000181878.2,0.0
ensmust00000181902.2,0.0
ensmust00000181909.2,3.7090099999999997
ensmust00000181916.3,0.102444
ensmust00000181917.2,2.8869700000000003
ensmust00000181922.2,0.189871
ensmust00000181923.2,1.953875
ensmust00000182493.7,0.121196
ensmust00000183352.6,24.232
ensmust00000183367.7,0.367962
ensmust00000183373.2,6.27468
ensmust00000183383.7,1.2177950000000002
ensmust00000183390.3,1.02242
ensmust00000183496.3,0.0340759
ensmust00000183524.3,1.7675049999999999
ensmust00000183528.8,388.846
ensmust00000183589.8,0.300701
ensmust00000183593.3,0.0
ensmust00000183626.7,11.46795
ensmust00000183630.9,5.57901
ensmust00000183688.3,0.006498050000000001
ensmust00000183712.2,0.670297
ensmust00000183742.6,26.352
ensmust00000183889.8,0.5179010000000001
ensmust00000183925.7,872.88
ensmust00000183948.3,0.1486465
ensmust00000183959.6,11.8143
ensmust00000183969.8,9.00577
ensmust00000183985.3,3.96712
ensmust00000183988.7,59.2208
ensmust00000184076.3,0.6912385
ensmust00000184117.7,0.979694
ensmust00000184132.7,6.0658199999999995
ensmust00000184144.8,0.0972375
ensmust00000184231.6,7.73026
ensmust00000184240.7,132.487
ensmust00000184253.7,0.0568886
ensmust00000184298.3,12.7606
ensmust00000184305.3,0.0
ensmust00000184310.7,0.083825
ensmust00000184324.9,0.104456
ensmust00000184342.2,0.00757928
ensmust00000184413.2,0.0
ensmust00000184423.3,0.215869
ensmust00000184443.3,0.04033115
ensmust00000184457.8,0.358369
ensmust00000184496.8,0.13254361
ensmust00000184548.3,0.5205704999999999
ensmust00000184600.8,0.0
ensmust00000184631.3,1.606485
ensmust00000184634.8,0.3190565
ensmust00000184683.2,30.8117
ensmust00000184698.8,0.124024
ensmust00000184717.4,0.0
ensmust00000184736.7,3.478075
ensmust00000184768.2,6.27568
ensmust00000184775.3,1.52034
ensmust00000184819.3,0.0537158
ensmust00000184895.8,2.05519
ensmust00000184929.2,11.049000000000001
ensmust00000185024.3,0.2254095
ensmust00000185030.9,1.7433599999999998
ensmust00000185058.3,1.06821
ensmust00000185127.8,63.39035000000001
ensmust00000185140.3,2.89764
ensmust00000185160.7,6.41979
ensmust00000185170.8,0.384075
ensmust00000185522.6,0.0
ensmust00000186063.2,0.0
ensmust00000186181.6,0.0
ensmust00000186272.6,0.0
ensmust00000186956.2,15.6168
ensmust00000187111.2,0.191685
ensmust00000187466.6,0.0
ensmust00000187499.2,5.2139999999999995
ensmust00000187919.3,3.32617
ensmust00000188771.6,0.0
ensmust00000188794.2,0.0
ensmust00000189658.2,0.4540865
ensmust00000189891.6,0.0
ensmust00000190414.6,0.0
ensmust00000190812.2,0.0
ensmust00000191184.2,0.0
ensmust00000191281.6,0.7879364999999999
ensmust00000191579.6,0.0
ensmust00000191617.6,0.137953
ensmust00000191711.5,41.2165
ensmust00000191739.1,0.14248
ensmust00000191957.1,0.0
ensmust00000191989.5,0.0
ensmust00000192032.1,0.6335065
ensmust00000192041.6,0.188052
ensmust00000192121.1,1.0034889999999999
ensmust00000192123.5,0.206845
ensmust00000192144.2,2.80355
ensmust00000192161.5,0.807337
ensmust00000192233.5,0.7944255
ensmust00000192249.2,12.46265
ensmust00000192329.1,0.3279435
ensmust00000192360.6,0.0
ensmust00000192488.1,0.0
ensmust00000192539.5,0.410499
ensmust00000192598.1,0.236436
ensmust00000192630.1,0.0
ensmust00000192670.6,0.0
ensmust00000192869.5,17.2683
ensmust00000192971.6,0.0815684
ensmust00000192980.1,63.5426
ensmust00000193068.1,0.0
ensmust00000193308.1,0.0
ensmust00000193334.2,53.0166
ensmust00000193449.2,30.8221
ensmust00000193491.5,103.654
ensmust00000193509.5,32.00705
ensmust00000193526.5,55.05995
ensmust00000193589.5,0.0
ensmust00000193693.5,8.911710000000001
ensmust00000193720.7,0.0
ensmust00000193754.1,7.119745000000001
ensmust00000193818.1,0.909935
ensmust00000193821.1,0.5603360000000001
ensmust00000193831.6,0.0
ensmust00000193870.2,0.0
ensmust00000193933.1,0.0
ensmust00000193952.3,0.031520299999999994
ensmust00000194037.1,2.1015
ensmust00000194156.3,0.0
ensmust00000194207.2,9.516035
ensmust00000194282.1,0.0774467
ensmust00000194326.1,0.25235615
ensmust00000194404.2,0.3729935
ensmust00000194410.1,3.65879
ensmust00000194423.1,0.0
ensmust00000194461.2,0.22016005
ensmust00000194492.3,0.0
ensmust00000194725.1,0.0
ensmust00000194769.1,0.0
ensmust00000194851.5,0.0
ensmust00000194976.1,2.7235400000000003
ensmust00000194983.1,0.0
ensmust00000195009.1,0.0
ensmust00000195019.3,11.578
ensmust00000195051.1,20.8919
ensmust00000195150.3,0.8949540000000001
ensmust00000195169.7,16.37005
ensmust00000195189.3,0.43072
ensmust00000195191.5,0.1848685
ensmust00000195523.6,2.39773
ensmust00000195592.1,0.140349
ensmust00000195632.1,0.0
ensmust00000195802.5,0.39333
ensmust00000195861.1,0.0
ensmust00000195872.5,7.045910000000001
ensmust00000195876.1,0.2733575
ensmust00000200679.3,1.139146
ensmust00000200698.3,0.0
ensmust00000200699.1,2.517475
ensmust00000200706.1,0.17235799999999998
ensmust00000200711.3,0.458244
ensmust00000200712.1,0.0
ensmust00000200719.1,0.04426385
ensmust00000200725.3,0.0
ensmust00000200731.1,0.256367
ensmust00000200772.1,0.21769300000000005
ensmust00000200777.3,5.98916e-07
ensmust00000200794.3,2.150715
ensmust00000200809.1,0.0
ensmust00000200811.1,5.19846
ensmust00000200818.1,0.0
ensmust00000200838.1,1.001157
ensmust00000200858.3,0.02869005
ensmust00000200865.1,0.299786
ensmust00000200868.1,0.109842
ensmust00000200916.3,2.22899
ensmust00000200938.2,2.2958750000000004e-10
ensmust00000200939.2,0.04335765
ensmust00000200952.1,0.064912
ensmust00000200958.1,0.1678925
ensmust00000200962.1,0.534224
ensmust00000200965.3,0.0
ensmust00000200974.3,2.4238
ensmust00000200975.1,0.0
ensmust00000200989.3,0.8720834999999999
ensmust00000200991.3,0.1276265
ensmust00000200997.1,0.0
ensmust00000201001.3,1.01386
ensmust00000201003.1,53.44
ensmust00000201025.3,0.0333045
ensmust00000201040.3,0.0
ensmust00000201058.1,0.249484
ensmust00000201060.2,6.25842
ensmust00000201063.3,0.0
ensmust00000201065.3,0.105817
ensmust00000201082.1,0.0204126
ensmust00000201092.1,0.0417087
ensmust00000201103.1,0.0
ensmust00000201111.3,5.38828
ensmust00000201131.3,0.0
ensmust00000201145.3,4.204359999999999
ensmust00000201170.2,3.1275
ensmust00000201188.3,2.52464
ensmust00000201193.3,0.28230900000000003
ensmust00000201206.3,0.273113
ensmust00000201209.1,0.04998025
ensmust00000201210.2,0.305763
ensmust00000201215.3,0.0325483
ensmust00000201224.1,0.0
ensmust00000201229.2,0.0
ensmust00000201239.1,0.02061025
ensmust00000201242.1,0.428683
ensmust00000201247.3,2.497465
ensmust00000201255.1,0.0
ensmust00000201265.1,0.0
ensmust00000201269.3,5.654565
ensmust00000201278.3,25.7073
ensmust00000201279.1,0.0
ensmust00000201280.1,1.71582
ensmust00000201284.3,16.81125
ensmust00000201296.3,0.0110809
ensmust00000201300.1,3.2295
ensmust00000201306.1,0.0
ensmust00000201328.1,0.08108114999999999
ensmust00000201336.1,0.7171854999999999
ensmust00000201344.3,0.0
ensmust00000201358.1,0.333458
ensmust00000201365.3,4.11444
ensmust00000201369.1,2.910145
ensmust00000201388.3,40.039
ensmust00000201389.1,0.0
ensmust00000201395.2,3.23516
ensmust00000201411.3,0.0
ensmust00000201424.3,0.4800365
ensmust00000201425.1,0.0551043
ensmust00000201446.2,25.29085
ensmust00000201455.1,0.009434135
ensmust00000201459.1,0.06631419999999999
ensmust00000201465.1,0.0
ensmust00000201472.1,0.0
ensmust00000201474.3,0.1461595
ensmust00000201498.1,55.3157
ensmust00000201504.1,0.0
ensmust00000201508.3,0.4803675
ensmust00000201531.3,0.0253669
ensmust00000201543.1,0.46448950000000006
ensmust00000201574.3,0.0926785
ensmust00000201577.2,0.0
ensmust00000201582.2,0.0
ensmust00000201587.1,4.267975
ensmust00000201591.3,0.0
ensmust00000201596.3,0.0
ensmust00000201622.1,0.5225085
ensmust00000201630.1,0.063065
ensmust00000201643.3,0.48086949999999995
ensmust00000201644.1,1.02374
ensmust00000201646.1,0.1812725
ensmust00000201652.3,0.4922545
ensmust00000201660.3,0.410834
ensmust00000201668.3,1.1411325
ensmust00000201677.3,0.051865499999999995
ensmust00000201685.1,0.0
ensmust00000201699.1,0.558791
ensmust00000201729.3,0.491669
ensmust00000201731.1,0.0
ensmust00000201738.1,0.0
ensmust00000201748.3,1.2773290000000002
ensmust00000201753.3,0.03615385
ensmust00000201756.3,0.0
ensmust00000201785.1,0.0
ensmust00000201807.3,2.639215
ensmust00000201808.1,0.14014855
ensmust00000201825.1,0.0
ensmust00000201828.1,193.971
ensmust00000201830.3,0.0
ensmust00000201833.1,1.5734350000000001
ensmust00000201846.1,0.0
ensmust00000201875.1,0.0
ensmust00000201879.1,0.0
ensmust00000201884.3,5.11855
ensmust00000201898.3,0.585392
ensmust00000201904.1,0.366747
ensmust00000201905.3,0.0
ensmust00000201909.3,0.285324
ensmust00000201922.3,0.0687865
ensmust00000201924.1,0.05105455
ensmust00000201929.3,0.8650709999999999
ensmust00000201930.1,0.0488499
ensmust00000201935.1,0.04170725
ensmust00000201938.3,0.0481364
ensmust00000201940.1,0.209515
ensmust00000201949.1,0.198273
ensmust00000201950.3,1.12367e-09
ensmust00000201952.1,0.0
ensmust00000201962.3,0.0
ensmust00000201974.3,0.093383855
ensmust00000201975.1,0.0
ensmust00000201978.3,0.1292264
ensmust00000201986.1,0.0
ensmust00000201988.1,0.0
ensmust00000201989.1,0.0
ensmust00000201995.1,0.112371
ensmust00000202014.1,0.0
ensmust00000202020.1,42.7529
ensmust00000202040.3,0.0
ensmust00000202041.1,0.0
ensmust00000202054.1,0.03042705
ensmust00000202055.3,0.018937650000000004
ensmust00000202062.3,0.481459
ensmust00000202068.1,0.156015
ensmust00000202077.1,0.0162144
ensmust00000202083.3,0.0
ensmust00000202097.1,0.21749050000000003
ensmust00000202106.1,0.404838
ensmust00000202114.1,0.42809
ensmust00000202117.5,0.9205415
ensmust00000202152.2,1.21197
ensmust00000202164.1,0.01384985
ensmust00000202173.3,0.0107095
ensmust00000202175.3,0.0
ensmust00000202181.3,2.16263
ensmust00000202193.3,0.0
ensmust00000202198.1,1.21014
ensmust00000202211.1,0.0
ensmust00000202219.1,0.0
ensmust00000202225.1,2.54304
ensmust00000202232.1,6.535095
ensmust00000202235.3,21.738000000000003
ensmust00000202240.1,0.0
ensmust00000202255.3,0.0
ensmust00000202260.4,7.563099999999999
ensmust00000202264.5,3.97757
ensmust00000202271.4,1.85655
ensmust00000202275.3,0.489497
ensmust00000202277.1,0.0
ensmust00000202295.1,0.109194
ensmust00000202301.3,0.0
ensmust00000202309.1,0.0
ensmust00000202310.3,0.11194755
ensmust00000202314.2,0.183054
ensmust00000202319.3,0.285402
ensmust00000202367.3,0.0
ensmust00000202369.3,3.373375
ensmust00000202397.3,0.04866385
ensmust00000202398.3,6.30825
ensmust00000202407.3,11.6816
ensmust00000202420.3,3.0923050000000005
ensmust00000202424.3,0.0901426
ensmust00000202428.3,0.0
ensmust00000202429.1,0.01998085
ensmust00000202442.3,0.0341718
ensmust00000202450.1,0.0
ensmust00000202463.3,0.035005800000000004
ensmust00000202467.3,0.1699175
ensmust00000202484.3,0.0
ensmust00000202488.2,3.9557599999999997
ensmust00000202490.1,0.0
ensmust00000202516.3,0.08181669999999999
ensmust00000202517.1,0.6584975000000001
ensmust00000202518.1,0.2089775
ensmust00000202524.3,0.711537
ensmust00000202532.3,0.0
ensmust00000202549.3,0.2492775
ensmust00000202550.3,12.4015
ensmust00000202551.3,8.297205
ensmust00000202558.1,0.009841950000000002
ensmust00000202580.3,0.066902
ensmust00000202587.1,0.0
ensmust00000202595.3,0.0
ensmust00000202609.3,0.0
ensmust00000202617.1,0.0
ensmust00000202628.1,0.391146
ensmust00000202631.1,0.23795300000000005
ensmust00000202637.1,3.757595
ensmust00000202650.1,0.0003426195
ensmust00000202657.3,1.97632
ensmust00000202664.1,0.08266649999999999
ensmust00000202668.1,0.0
ensmust00000202686.1,0.1768215
ensmust00000202689.1,0.0
ensmust00000202705.4,0.03463
ensmust00000202710.1,0.109681
ensmust00000202715.3,0.0
ensmust00000202716.1,0.0098258
ensmust00000202718.1,0.34918000000000005
ensmust00000202737.3,2.70967e-07
ensmust00000202750.3,69.0073
ensmust00000202754.1,0.0
ensmust00000202804.3,0.1056665
ensmust00000202808.3,0.0
ensmust00000202810.1,0.14767049999999998
ensmust00000202811.1,0.0
ensmust00000202813.1,0.056639499999999995
ensmust00000202819.3,0.0
ensmust00000202821.1,0.0
ensmust00000202824.1,0.399469
ensmust00000202851.1,0.345463
ensmust00000202863.3,0.0
ensmust00000202867.4,0.00296026
ensmust00000202872.3,0.277728825
ensmust00000202877.1,1.3219355000000002
ensmust00000202879.3,0.0
ensmust00000202885.2,0.400345
ensmust00000202888.1,0.171824
ensmust00000202896.1,0.6937599999999999
ensmust00000202901.3,0.237883
ensmust00000202944.1,0.0
ensmust00000202948.3,0.00861423
ensmust00000202974.1,0.0139815
ensmust00000202978.3,0.09648165
ensmust00000202989.1,1.1756799999999998
ensmust00000202996.1,9.602745
ensmust00000203061.1,0.242339
ensmust00000203119.1,0.045596050000000006
ensmust00000203201.1,0.0
ensmust00000203316.1,0.0
ensmust00000203446.1,0.0
ensmust00000203478.1,0.0
ensmust00000203587.1,0.0
ensmust00000203591.1,0.0
ensmust00000203944.1,0.016450799999999998
ensmust00000204179.1,0.054224
ensmust00000204386.1,0.6061340000000001
ensmust00000204794.1,0.0
ensmust00000204887.1,0.0887232
ensmust00000204993.1,0.5313805
ensmust00000205122.1,0.0
ensmust00000205401.1,0.34847799999999995
ensmust00000205441.1,0.0962189
ensmust00000205511.1,1.007682
ensmust00000205541.1,2.207155
ensmust00000205622.1,22.798
ensmust00000205710.1,3.3059200000000004
ensmust00000205781.2,0.06622739999999999
ensmust00000205840.1,14.5056
ensmust00000205928.1,0.0460665
ensmust00000205969.1,0.9968715
ensmust00000205972.1,0.237061
ensmust00000205987.1,0.0
ensmust00000206006.1,1.798
ensmust00000206021.1,0.1447545
ensmust00000206131.1,2.27471
ensmust00000206173.1,1.63446
ensmust00000206175.1,1.7703200000000001
ensmust00000206209.1,0.08083
ensmust00000206213.2,0.2454065
ensmust00000206266.1,0.14970299999999995
ensmust00000206283.1,0.4806200000000001
ensmust00000206309.1,1.0369055
ensmust00000206326.1,1.3606
ensmust00000206471.1,0.0919155
ensmust00000206507.1,0.04440815
ensmust00000206567.1,0.2662415
ensmust00000206601.1,0.0
ensmust00000206711.1,0.2290765
ensmust00000206726.2,0.6390220000000001
ensmust00000206765.1,5.174714999999999
ensmust00000206767.1,0.506191
ensmust00000206884.3,17.711
ensmust00000206945.1,0.029895099999999997
ensmust00000206979.1,1.94128
ensmust00000206994.1,0.0
ensmust00000213125.1,0.591367
ensmust00000213155.1,0.0
ensmust00000213174.1,0.396119
ensmust00000213209.1,3.5463949999999995
ensmust00000213231.1,0.18718235
ensmust00000213277.1,0.0081992
ensmust00000213299.1,7.648785
ensmust00000213305.1,0.0
ensmust00000213309.1,0.0179151
ensmust00000213321.1,0.6613479999999999
ensmust00000213370.1,3.21519
ensmust00000213376.1,16.8815
ensmust00000213384.1,3.16099
ensmust00000213394.1,19.2959
ensmust00000213421.1,0.15821300000000002
ensmust00000213439.1,3.10724
ensmust00000213470.1,0.919809
ensmust00000213476.2,5.363995
ensmust00000213478.1,0.03441315
ensmust00000213501.1,0.0
ensmust00000213506.1,0.32202001
ensmust00000213523.1,5.85687
ensmust00000213529.1,0.5918189999999999
ensmust00000213532.2,0.39103
ensmust00000213537.1,0.149403
ensmust00000213567.1,1.1532875
ensmust00000213588.1,0.0
ensmust00000213593.1,0.0
ensmust00000213599.1,0.0
ensmust00000213627.1,0.706136
ensmust00000213630.1,0.0
ensmust00000213635.1,0.27302950000000004
ensmust00000213661.1,0.0
ensmust00000213664.1,2.55254
ensmust00000213673.1,168.6775
ensmust00000213798.1,0.0
ensmust00000213838.1,0.8478705
ensmust00000213845.1,0.0
ensmust00000213864.1,0.562027
ensmust00000213867.1,3.460285
ensmust00000213872.1,0.0477145
ensmust00000213876.1,0.0220955
ensmust00000213879.1,1.82223
ensmust00000213888.1,0.0
ensmust00000213915.1,0.689138
ensmust00000213931.1,0.0
ensmust00000213933.1,0.0
ensmust00000213938.1,28.593200000000003
ensmust00000214009.1,0.05138725
ensmust00000214025.1,0.050189750000000005
ensmust00000214028.1,0.0
ensmust00000214031.1,0.0268991
ensmust00000214032.1,25.6759
ensmust00000214094.2,0.0074982
ensmust00000214100.1,0.08379055
ensmust00000214106.1,29.841700000000003
ensmust00000214114.1,1.70168
ensmust00000214122.1,1.000196
ensmust00000214148.1,15.26265
ensmust00000214188.1,1.3781500000000002
ensmust00000214197.1,0.3337845
ensmust00000214219.1,0.26042
ensmust00000214233.1,0.0395643
ensmust00000214243.2,0.4504275000000001
ensmust00000214250.1,1.48076
ensmust00000214280.1,0.028848500000000006
ensmust00000214302.1,0.922841
ensmust00000214305.2,0.2914915
ensmust00000214312.1,0.0
ensmust00000214330.1,0.0
ensmust00000214338.1,0.0
ensmust00000214341.1,23.1458
ensmust00000214350.1,2.82953
ensmust00000214365.1,0.30950759999999994
ensmust00000214378.1,4.06345
ensmust00000214380.1,4.260865
ensmust00000214398.1,0.27464049999999995
ensmust00000214402.1,0.0
ensmust00000214419.1,2.07691
ensmust00000214423.1,0.05284535
ensmust00000214430.1,0.0
ensmust00000214439.1,0.1197604
ensmust00000214450.1,0.5163575
ensmust00000214467.1,2.48987
ensmust00000214473.1,3.83406
ensmust00000214489.1,0.0
ensmust00000214498.1,1.6699
ensmust00000214562.1,1.36647
ensmust00000214572.1,0.0
ensmust00000214574.1,0.366001
ensmust00000214588.1,1.3642450000000002
ensmust00000214632.1,0.02319185
ensmust00000214653.1,0.035826050000000005
ensmust00000214674.1,0.0
ensmust00000214684.1,0.5203770000000001
ensmust00000214701.1,2.5383500000000003
ensmust00000214706.1,0.06644545
ensmust00000214724.1,1.4694699999999998
ensmust00000214778.1,4.58555
ensmust00000214825.1,0.0
ensmust00000214872.1,0.0
ensmust00000214884.1,1.20504
ensmust00000214894.2,4.86428
ensmust00000214903.1,0.125802
ensmust00000214906.2,0.0074982
ensmust00000214914.1,0.0
ensmust00000214926.1,9.12068
ensmust00000214927.1,0.118445
ensmust00000214937.1,2.56056
ensmust00000214946.1,0.366226
ensmust00000214949.1,0.670656
ensmust00000214966.1,0.0
ensmust00000214982.1,0.0392523
ensmust00000214987.1,0.246948
ensmust00000214992.1,0.0
ensmust00000214998.1,9.25974
ensmust00000215012.1,0.0
ensmust00000215029.1,2.5561849999999997
ensmust00000215033.1,0.1283066
ensmust00000215043.2,0.210363
ensmust00000215066.2,42.00835000000001
ensmust00000215080.1,0.0
ensmust00000215103.2,0.995225
ensmust00000215106.1,0.01891375
ensmust00000215110.1,2.06821
ensmust00000215115.1,0.179284
ensmust00000215130.1,0.191242
ensmust00000215145.1,4.24183
ensmust00000215149.1,0.0
ensmust00000215157.1,0.0
ensmust00000215178.1,14.0354
ensmust00000215181.1,0.0
ensmust00000215183.1,0.49710200000000004
ensmust00000215188.2,1.14908
ensmust00000215203.1,0.957705
ensmust00000215209.2,7.28562
ensmust00000215221.1,0.0
ensmust00000215236.1,0.8104415
ensmust00000215260.1,0.0
ensmust00000215279.1,27.3047
ensmust00000215301.1,2.498375
ensmust00000215314.1,0.0
ensmust00000215364.1,0.546327
ensmust00000215379.1,0.49427125
ensmust00000215386.1,38.1173
ensmust00000215399.1,62.6715
ensmust00000215401.1,0.0
ensmust00000215408.1,0.366415
ensmust00000215422.1,0.5106045
ensmust00000215444.1,0.02960915
ensmust00000215516.1,0.07989005
ensmust00000215519.1,0.33118250000000005
ensmust00000215536.1,86.9179
ensmust00000215537.1,2.70783
ensmust00000215558.1,0.0
ensmust00000215559.1,0.0
ensmust00000215580.1,0.00561331
ensmust00000215596.1,0.0
ensmust00000215597.1,0.0
ensmust00000215609.1,0.9110785
ensmust00000215621.1,0.102203
ensmust00000215622.1,0.48217
ensmust00000215629.1,3.11136e-10
ensmust00000215634.1,0.0637085
ensmust00000215639.1,1.1891530000000001
ensmust00000215654.1,0.037730550000000015
ensmust00000215672.1,0.298942
ensmust00000215695.1,0.00812088
ensmust00000215698.1,6.77272
ensmust00000215703.1,0.0
ensmust00000215738.1,9.92886
ensmust00000215750.1,0.3457755
ensmust00000215764.1,0.000158604
ensmust00000215771.1,1.157821
ensmust00000215775.1,1.90782
ensmust00000215794.1,0.04094955000000002
ensmust00000215797.1,0.4784560000000001
ensmust00000215805.1,0.0
ensmust00000215807.1,0.0190411
ensmust00000215838.1,0.0272156
ensmust00000215857.2,0.28765949999999996
ensmust00000215865.1,0.0456925
ensmust00000215890.1,0.9588975000000001
ensmust00000215905.1,1.86449
ensmust00000215923.1,0.00590647
ensmust00000215953.1,4.93839
ensmust00000215955.1,0.031839099999999995
ensmust00000215979.1,0.0
ensmust00000215989.1,0.0
ensmust00000215992.1,1.4069
ensmust00000215993.1,0.0
ensmust00000215997.1,3.47702e-07
ensmust00000216015.1,0.0
ensmust00000216022.1,0.0102538
ensmust00000216032.1,0.1948705
ensmust00000216044.1,0.30517000000000005
ensmust00000216050.1,0.051237599999999994
ensmust00000216058.1,0.00437726
ensmust00000216080.1,0.913545
ensmust00000216087.1,0.0
ensmust00000216106.1,0.06019517455
ensmust00000216110.1,0.0
ensmust00000216120.1,0.0
ensmust00000216153.1,0.0
ensmust00000216154.1,0.05479969999999999
ensmust00000216156.1,0.04290685
ensmust00000216171.1,11.5148
ensmust00000216186.1,0.1876745
ensmust00000216216.1,0.469501
ensmust00000216239.1,60.1712
ensmust00000216250.1,2.772125
ensmust00000216252.1,0.0
ensmust00000216262.1,0.0
ensmust00000216263.1,1.08553
ensmust00000216264.1,1.241425
ensmust00000216265.1,0.2912685
ensmust00000216267.2,0.32897600000000005
ensmust00000216285.1,2.5201900000000004
ensmust00000216373.1,0.055194450000000006
ensmust00000216381.1,2.420615
ensmust00000216391.2,1.47685
ensmust00000216395.1,7.96095
ensmust00000216410.1,2.06515
ensmust00000216418.1,0.0197088
ensmust00000216427.1,0.0951602
ensmust00000216454.1,2.12723
ensmust00000216471.1,1.48742
ensmust00000216479.2,0.02442755
ensmust00000216497.1,0.166525
ensmust00000216498.1,0.0
ensmust00000216510.1,0.6124700000000001
ensmust00000216521.1,0.0
ensmust00000216528.1,0.098603
ensmust00000216535.1,0.0
ensmust00000216536.1,35.45655
ensmust00000216537.1,3.01396
ensmust00000216577.1,0.0
ensmust00000216582.2,28.84845
ensmust00000216591.1,14.4534
ensmust00000216596.1,2.6888050000000003
ensmust00000216625.1,60.3584
ensmust00000216636.1,0.7596485000000001
ensmust00000216680.1,0.0
ensmust00000216689.1,18.52345
ensmust00000216703.1,0.1919225
ensmust00000216715.1,24.5504
ensmust00000216743.1,123.9635
ensmust00000216745.1,0.17230299999999998
ensmust00000216763.1,6.47732
ensmust00000216795.2,0.16913160000000002
ensmust00000216814.1,46.23275
ensmust00000216820.1,54.6072
ensmust00000216829.1,0.4226335
ensmust00000216846.1,0.714845
ensmust00000216900.1,0.0292132
ensmust00000216920.1,0.0460242
ensmust00000216923.1,0.43394099999999997
ensmust00000216932.1,11.85015
ensmust00000216935.1,0.0156925
ensmust00000216945.1,0.5463955
ensmust00000216994.1,4.7586
ensmust00000217003.1,0.525382
ensmust00000217048.1,0.974074
ensmust00000217075.1,0.0
ensmust00000217118.1,3.2020150000000003
ensmust00000217120.1,0.0
ensmust00000217126.1,0.232807
ensmust00000217133.1,0.69129
ensmust00000217142.1,0.08766450441495
ensmust00000217155.1,0.1497785
ensmust00000217168.1,0.050372
ensmust00000217185.1,0.0
ensmust00000217190.1,0.138232
ensmust00000217191.1,4.78085
ensmust00000217216.1,0.42221800000000004
ensmust00000217246.1,0.7868425000000001
ensmust00000217268.1,6.05467
ensmust00000217272.1,0.0
ensmust00000217274.2,0.0272193
ensmust00000217276.1,0.2381315
ensmust00000217291.2,4.79116
ensmust00000217300.1,0.0
ensmust00000217322.1,0.22323185
ensmust00000217337.1,0.014278375
ensmust00000217358.1,0.112759
ensmust00000217366.1,0.0114845
ensmust00000217406.1,0.021744350000000003
ensmust00000217428.1,0.04051935
ensmust00000217431.1,0.0238335
ensmust00000217439.1,0.124049
ensmust00000217467.1,0.0156066
ensmust00000217470.1,0.187667
ensmust00000217471.1,0.340016
ensmust00000217477.1,0.0
ensmust00000217500.1,1.6536
ensmust00000217503.1,0.02662525
ensmust00000217521.1,0.0
ensmust00000217525.1,0.303239
ensmust00000217528.1,0.4019485
ensmust00000217569.1,0.237852
ensmust00000217594.1,0.14996199999999998
ensmust00000217625.2,0.0
ensmust00000217632.1,0.19770755
ensmust00000217633.1,2.39093
ensmust00000217791.1,0.144127
ensmust00000225530.1,0.101912
ensmust00000226332.2,0.0
ensmust00000226441.2,0.310915
ensmust00000226665.1,0.0
ensmust00000226685.2,0.042599300000000014
ensmust00000226790.2,2.71919
ensmust00000226847.1,0.0
ensmust00000226926.2,1.43034
ensmust00000227046.2,0.02433365
ensmust00000227588.2,4.932425
ensmust00000227596.2,0.0
ensmust00000227823.2,0.02862455
ensmust00000227926.1,0.0
ensmust00000228088.1,0.0
ensmust00000228137.1,0.0607525
ensmust00000228447.2,0.289798
ensmust00000228602.2,0.0363946
ensmust00000228776.2,0.04657685
ensmust00000228822.1,0.1214195
ensmust00000228841.2,0.0
ensmust00000228956.1,0.0
ensmust00000228957.1,0.0
ensmust00000228964.1,1.5061050000000002
ensmust00000228966.1,0.016923
ensmust00000228969.1,0.117923
ensmust00000228978.1,0.0
ensmust00000228979.1,0.0153376
ensmust00000228981.1,7.251715000000001
ensmust00000228982.1,0.0408134
ensmust00000228988.1,0.05988115
ensmust00000228989.1,0.06988385
ensmust00000228993.1,0.0
ensmust00000228995.1,2.56553
ensmust00000228996.1,6.33239
ensmust00000228997.1,0.346548
ensmust00000228999.1,2.632115
ensmust00000229001.1,0.0
ensmust00000229005.1,9.187945
ensmust00000229006.1,0.02656645
ensmust00000229016.1,0.0519423
ensmust00000229021.1,0.0
ensmust00000229022.1,0.0
ensmust00000229026.1,0.6781484999999999
ensmust00000229027.1,0.01462175
ensmust00000229032.1,0.0
ensmust00000229036.1,0.422976
ensmust00000229037.1,34.313500000000005
ensmust00000229040.1,0.0
ensmust00000229047.1,0.470733
ensmust00000229051.1,0.0017856999999999999
ensmust00000229054.1,2.29472
ensmust00000229058.1,0.0
ensmust00000229069.1,0.0
ensmust00000229072.1,0.0
ensmust00000229078.1,0.0
ensmust00000229082.1,0.05988880000000001
ensmust00000229083.1,0.138782
ensmust00000229087.1,0.0
ensmust00000229089.1,0.3721968370000001
ensmust00000229094.1,3.9039449999999998
ensmust00000229095.1,0.001368645
ensmust00000229096.1,0.0
ensmust00000229099.1,0.0
ensmust00000229100.1,0.0
ensmust00000229105.1,0.030406285
ensmust00000229107.1,0.0
